source_id	url	source_type	tier	status	access_date	owner_worker	title	notes
SRC-R03-YT-OTP	https://www.youtube.com/results?search_query=giffgaff+%E9%AA%8C%E8%AF%81%E7%A0%81	public_video_search	adjacent	verified	2026-07-17	R03	YouTube search metadata for giffgaff 验证码	Titles may contain unverified success or compatibility assertions; only wording was recorded
SRC-R03-YT-ESIM	https://www.youtube.com/results?search_query=giffgaff+eSIM+%E4%B8%AD%E5%9B%BD	public_video_search	adjacent	verified	2026-07-17	R03	YouTube search metadata for giffgaff eSIM 中国	Metadata observation only; no device compatibility or method safety was inferred
SRC-R03-YT-TOPUP	https://www.youtube.com/results?search_query=giffgaff+%E5%85%85%E5%80%BC	public_video_search	adjacent	verified	2026-07-17	R03	YouTube search metadata for giffgaff 充值	Metadata observation only; no payment success or demand inference
SRC-R03-YT-ROAMING	https://www.youtube.com/results?search_query=giffgaff+%E6%BC%AB%E6%B8%B8	public_video_search	adjacent	verified	2026-07-17	R03	YouTube search metadata for giffgaff 漫游	Metadata observation only; no rate accuracy or prevalence inference
SRC-R03-BILI-ESIM	https://www.bilibili.com/video/BV1m9KV6NELT/	public_video_page	adjacent	verified	2026-07-17	R03	Bilibili video: GIffgaff esim申请写入小白卡	Public search/page title only; unsafe credential extraction or third-party writing steps are not endorsed
SRC-R03-BILI-SPEED	https://www.bilibili.com/video/BV1oAfhBZEer/	public_video_page	adjacent	verified	2026-07-17	R03	Bilibili video: giffgaff在中国安徽省的速度	Public title only; no measurement method, sample or current coverage conclusion was recovered
SRC-R03-V2EX-ESIM	https://www.v2ex.com/t/1184571	public_community_thread	adjacent	verified	2026-07-17	R03	V2EX thread: 分享 giffgaff esim 开通方法	Public API/page showed a later reply reporting that China was no longer selectable; anecdotal and time-sensitive
SRC-R03-COMPETITOR-QUERIES	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/competitors/	repository_observation	important	verified	2026-07-17	R03	Local 40-page competitor target-query corpus	159 stored target-query strings across two JSON files; counts describe this corpus only
SRC-R03-CLUSTER-PLAN	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/competitor-study-2026-07-15.md	repository_observation	important	verified	2026-07-17	R03	Local intent-cluster synthesis	Existing analysis explicitly says no complete Top-10 overlap matrix and makes no traffic or ranking claim
SRC-R03-X-SEARCH	https://x.com/search?q=giffgaff&src=typed_query	public_social_search	adjacent	blocked	2026-07-17	R03	X public search via agent-reach	Configured backend returned HTTP 404 for attempted searches; no absence conclusion is allowed
SRC-R03-EXA-SEARCH	tool://exa/search?q=giffgaff	seo_search_tool	adjacent	blocked	2026-07-17	R03	Legacy Exa search result set	Fresh Exa access works, but no archived legacy R03 URLs, ordering or excerpts survive; the new query cannot reconstruct the prior result set
SRC-R04-AUTH-CHECK	file:///Users/siuserxiaowei/.codex/skills/seo/scripts/backlinks_auth.py	local_tool_observation	required	verified	2026-07-17	R04	Backlink data-source capability check	2026-07-17 run returned Tier 0: Common Crawl and local verification available; Moz and Bing unavailable
SRC-R04-COMMONCRAWL	tool://commoncrawl_graph/getgiffgaff.com?release=cc-main-2026-jan-feb-mar	public_webgraph	required	verified	2026-07-17	R04	Common Crawl web graph lookup	Run returned in_crawl=false and in_rankings=false with null graph metrics and no referring-domain sample
SRC-R04-MOZ	https://moz.com/products/api	seo_api	important	blocked	2026-07-17	R04	Moz Link Explorer API	No API key configured; DA distribution and Moz spam data unavailable
SRC-R04-BING	https://www.bing.com/webmasters	account_api	important	blocked	2026-07-17	R04	Bing Webmaster Tools API	No API key or authorized property export supplied; anchors and link details unavailable
SRC-R04-DATAFORSEO	https://dataforseo.com/apis/backlinks-api	seo_api	important	blocked	2026-07-17	R04	DataForSEO Backlinks API	Extension/credentials not configured; backlink history and velocity unavailable
SRC-R04-GITHUB-SEARCH	https://github.com/search?q=%22getgiffgaff.com%22&type=code	public_code_search	adjacent	verified	2026-07-17	R04	GitHub exact code search for getgiffgaff.com	Authenticated gh code search for the exact quoted domain returned no rows; this bounded result does not prove web-wide absence
SRC-R04-LEGACY-SUMMARY	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/seo-geo-hive-2026-07-17/agent_ledger.tsv	repository_observation	required	blocked	2026-07-17	R04	Legacy R04 ledger summary	Summary mentions two self-owned referrers but preserves neither exact page URL nor source card; not auditable as backlink evidence
SRC-R04-SUFFICIENCY-GATE	file:///Users/siuserxiaowei/.codex/skills/seo-backlinks/SKILL.md	methodology	required	verified	2026-07-17	R04	Backlink health data-sufficiency gate	Method requires at least 4 of 7 factors before a numeric score; current auditable inputs do not meet it
SRC-R05-GOV-CHECKLIST	https://www.gov.uk/guidance/foreign-travel-checklist	official_guidance	required	verified	2026-07-17	R05	GOV.UK Foreign travel checklist	Public page groups destination research, insurance, documents, health and contingency tasks in a checklist format
SRC-R05-GOV-CALCULATOR	tool://legacy-r05/govuk-calculator	legacy_source_reference	important	blocked	2026-07-17	R05	Unrecovered GOV.UK calculator example	Legacy summary says GOV.UK checklist and calculator but preserves no calculator URL or title; no replacement was guessed
SRC-R05-OWID-TOURISM	https://ourworldindata.org/tourism	public_data_visualization	important	verified	2026-07-17	R05	Our World in Data tourism topic page	Public page exposes authored context, citation/reuse controls and a collection of tourism charts
SRC-R05-AGENTCALC	https://agentcalc.com/travel	public_calculator_hub	important	verified	2026-07-17	R05	AgentCalc travel calculators	Public hub groups input-driven travel and transport calculators with descriptions and worked-use framing
SRC-R05-PACKLIGHTLY	https://pack-lightly.com/tools/packing-list/	public_interactive_tool	important	verified	2026-07-17	R05	Pack Lightly packing-list generator	Public tool asks for destination, travelers, dates, washing, luggage, travel type and activities
SRC-R05-CUSTOMCHECKLIST	https://customtravelchecklist.com/	public_interactive_tool	important	verified	2026-07-17	R05	CustomTravelChecklist builder	Fresh Jina read returned HTTP 200 and described selecting groups/items, adding custom items and generating an online or printable checklist; interaction success was not tested
SRC-R05-BETTERSIM	https://www.bettersim.com/cost-calculator	public_interactive_tool	important	verified	2026-07-17	R05	BetterSIM eSIM cost calculator	Current public page returned HTTP 200 with BetterSIM title, canonical and publisher identity and presents destination/trip/data/carrier inputs for eSIM, roaming and airport local-SIM cost comparison; this independently matched current asset does not recover or identify the missing legacy R05 citation
SRC-R05-NUMBEO	https://www.numbeo.com/cost-of-living/calculator.jsp	public_interactive_tool	important	verified	2026-07-17	R05	Numbeo Cost of Living Calculator	Public page accepts a current and destination city context to estimate relative living-cost needs
SRC-R08-YT-ESIM	https://www.youtube.com/watch?v=acY6suWosq4	official_video_metadata	required	verified	2026-07-17	R08	How to install an eSIM on giffgaff for new members	yt-dlp metadata verified; transcript not read
SRC-R08-YT-ABROAD	https://www.youtube.com/watch?v=DVRS-4rZlPM	official_video_metadata	required	verified	2026-07-17	R08	How to use your phone abroad	Legacy official video; subtitle availability noted but transcript not read
SRC-R08-YT-AGEUK	https://www.youtube.com/watch?v=Py4azp_49lk	public_video_metadata	required	verified	2026-07-17	R08	Order And Activate A GiffGaff SIM	yt-dlp title channel date duration and description verified
SRC-R08-YT-HK	https://www.youtube.com/watch?v=PKxwOyxpE-o	public_video_metadata	important	verified	2026-07-17	R08	2025 Giffgaff free SIM application walkthrough	Affiliate and Ofcom description signals only
SRC-R08-YT-NICO	https://www.youtube.com/watch?v=iSaaXBIR1Fo	public_video_metadata	important	verified	2026-07-17	R08	Mainland-user giffgaff tutorial	High-risk absolute claims retained as wording evidence only
SRC-R08-YT-LIFECYCLE	https://www.youtube.com/watch?v=X3AgUQvPFu4	public_video_metadata	important	verified	2026-07-17	R08	Giffgaff application activation and keep-number lifecycle	No subtitles found; title and description only
SRC-R08-YT-WIFICALLING	https://www.youtube.com/watch?v=Dmu4lwRyro8	public_video_metadata	important	verified	2026-07-17	R08	Giffgaff Wi-Fi Calling tutorial	Bypass and multi-year claims are unverified risk signals
SRC-R08-YT-CODEX	https://www.youtube.com/watch?v=JGGODziqQnc	public_video_metadata	important	verified	2026-07-17	R08	Codex verification and non-eSIM phone tutorial	No platform compatibility or white-card procedure accepted
SRC-R08-YT-25YEAR	https://www.youtube.com/watch?v=jtZXpgr10L0	public_video_metadata	important	verified	2026-07-17	R08	Giffgaff keep-number 25 years claim video	Affiliate and absolute-promise signal only
SRC-R08-BILI-STUDENT	https://www.bilibili.com/video/BV1rnM56eE8X	public_video_metadata	important	verified	2026-07-17	R08	Student pre-arrival activation short video	Bilibili view API metadata; no transcript
SRC-R08-BILI-WHITECARD	https://www.bilibili.com/video/BV1m9KV6NELT	public_video_metadata	important	verified	2026-07-17	R08	Giffgaff eSIM white-card write video	Risk signal only; no procedure reuse
SRC-R08-BILI-ANDROID	https://www.bilibili.com/video/BV19kKf6gENj	public_video_metadata	important	verified	2026-07-17	R08	Android eSIM alternative video	Description explicitly mentions third-party tool risks
SRC-R09-X-EUROAMING	https://x.com/_msec_/status/2035269442506985903	public_social_thread	required	verified	2026-07-17	R09	EU roaming complaint and official reply	Public appearance is not prevalence or current policy
SRC-R09-X-THAILAND	https://x.com/DoobyDoo41/status/1795555468233900460	public_social_thread	important	verified	2026-07-17	R09	Thailand credit and roaming question	Thailand case cannot be extrapolated to China
SRC-R09-X-MFA	https://x.com/EvaPhipps94293/status/2077777262380716437	public_social_thread	important	verified	2026-07-17	R09	MFA recovery without phone or email	No recovery outcome guaranteed
SRC-R09-X-OUTAGE	https://x.com/EPatroits31000/status/2075538163154538588	public_social_thread	important	verified	2026-07-17	R09	Service outage and checker reply	Single incident only
SRC-R09-X-INTLCALL	https://x.com/GuyBandito/status/2076264964310929713	public_social_thread	important	verified	2026-07-17	R09	Plan credit and international calls	Concept signal; current pricing still required
SRC-R09-X-INACTIVE	https://x.com/iD0ts/status/918827153302618112	public_social_thread	important	verified	2026-07-17	R09	Legacy inactivity recovery question	2017 post; not current-policy evidence
SRC-R09-X-SELLERCOST	https://x.com/realNyarime/status/2063313243112976719	public_social_post	important	verified	2026-07-17	R09	Seller cost referral and bypass critique	Claims and technical steps unverified
SRC-R09-X-SHORTCUT	https://x.com/LxRexme/status/2076170942037065728	public_social_post	important	verified	2026-07-17	R09	Automated keep-number shortcut	Do not distribute as a verified solution
SRC-R09-X-ESIMBYPASS	https://x.com/grgerwcwetwet/status/2062492074293989718	public_social_post	important	verified	2026-07-17	R09	Modified APK and eSIM credential extraction	Credential-security risk only
SRC-R09-X-OTP	https://x.com/EvanWritesX/status/2077320203814486203	public_social_post	important	verified	2026-07-17	R09	Telegram OTP success-rate marketing claim	No methods or success-rate evidence
SRC-R09-X-DATATOOL	https://x.com/Dracoshowumore/status/2075548357188329624	public_social_post	important	verified	2026-07-17	R09	Third-party data keep-number tool	Tool safety usage and price unverified
SRC-R09-X-SALESNARRATIVE	https://x.com/JasyLee4/status/2062410266089082884	public_social_post	important	verified	2026-07-17	R09	UK number OTP and cross-border sales narrative	No platform compatibility or trust claim accepted
