evidence_id	claim_group_id	claim	claim_value	entity	timeframe	source_id	source_url	source_type	access_date	excerpt_or_observation	evidence_grade	supports	counter_evidence	verification_status	confidence	independent_source_count	source_independence	reviewer_status	review_notes
EC-R29-03	g2-batch-evidence	Current per-batch G2 provenance, activation/account state, balance and buyer-control evidence is not present in the scoped research package	batch_evidence_missing	getgiffgaff G2 inventory	2026-07-17	SRC-R29-REDTEAM	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/seo-geo-hive-2026-07-17/execution-red-team-e28.md	repository_observation	2026-07-17	Red-team finding E28-02 lists the required provenance, state, balance, control, SKU and fulfillment artifacts and leaves the finding open	blocked	fact	Owner-supplied privacy-safe batch records could close the gap after review	blocked	blocked	0	unknown	pending	Pending blocked business input: no completed per-batch provenance, state, balance or buyer-control package.
EC-R29-04	purchase-funnel	G0 and G2 contact actions use the same QR/inventory-confirmation surface rather than verified direct SKU checkout URLs	shared_qr_no_verified_direct_sku	getgiffgaff purchase funnel	2026-07-17	SRC-R29-CONTACT-FUNNEL	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/site/legacy/contact/index.html	repository_observation	2026-07-17	Rendered Contact has separate G0/G2 labels but both href values target the same ktt-giga-card dialog; no direct SKU URL appears in the scoped evidence	strong	fact	A QR destination might later resolve to a valid offer, but it was not treated as item-specific proof and no purchase was run	single_source	high	1	independent	accepted	Curator independently checked the cited official or scoped local source; claim accepted narrowly with its counter-evidence and no permission, outcome, ranking or legal inference.
EC-R29-05	transaction-evidence	Real mobile payment, payee/order identity, fulfillment, cancellation/refund and support outcomes are not available in the scoped evidence package	transaction_test_blocked	getgiffgaff commerce flow	2026-07-17	SRC-R29-REDTEAM	file:///Users/siuserxiaowei/Desktop/对外代充网站/getgiffgaff/docs/research/seo-geo-hive-2026-07-17/execution-red-team-e28.md	repository_observation	2026-07-17	Red-team finding E28-03 records no retained direct SKU, payee/order identity, mobile test order, payment result, cancellation/refund result or support case	blocked	fact	Authorized owner-supplied privacy-safe test artifacts could close individual stages	blocked	blocked	0	unknown	pending	Pending blocked business input: no retained real payment, fulfillment, refund or support outcome package.
EC-R16-01	append-only-boundary	The frozen legacy baseline contains 34 route records with title description H1 navigation visible-text and DOM signatures	34_frozen_routes	getgiffgaff legacy baseline	2026-07-17	SRC-R16-FREEZE	repo://site/legacy/legacy-freeze-manifest.json	repository	2026-07-17	legacy-freeze-manifest.json reports schemaVersion legacy-freeze-v2 and 34 page entries with route-level signature fields	strong	fact	A manifest does not by itself prove every future release still matches it	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R16-02	append-only-boundary	Additive related tutorial blocks are registered on nine specific legacy routes rather than all legacy pages	9_registered_slot_routes	getgiffgaff additive internal links	2026-07-17	SRC-R16-RELATED	repo://site/growth/related-links.json	repository	2026-07-17	The registry has nine route keys: guides 0 1 2 3 4 5 and 6, more 03-esim, and answers	strong	fact	Registration does not prove the rendered release has no duplicate or misplaced slot	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R16-03	append-only-boundary	The release build verifies frozen visible-text and DOM signatures after approved additive slots and before applying route-scoped safety overrides	freeze_verified_before_safety_overrides	getgiffgaff release build	2026-07-17	SRC-R16-GATE	repo://scripts/build-release-artifact.mjs	repository	2026-07-17	For every legacy route the build injects registered related links and the commerce widget, compares visibleTextSignature and legacyDomSignature with the freeze manifest, then calls applyLegacySafetyOverrides	strong	fact	This proves the local build order and fail-closed checks, not that production currently serves the resulting safety text	single_source	high	1	independent	accepted	Replacement card independently narrowed to the current build source; no claim is made that static-worker-contract still performs the old comparison or that the local mitigation is deployed.
EC-R17-01	search-submission-boundary	Submitting a sitemap to Google is a hint and does not guarantee download or use for crawling	receipt_or_hint_not_indexing	Google Search	current public guidance accessed 2026-07-17	SRC-R17-GOOGLE-SITEMAP	https://developers.google.com/search/docs/crawling-indexing/sitemaps/build-sitemap	official	2026-07-17	Google states: submitting a sitemap is merely a hint; it does not guarantee Google will download the sitemap or use it for crawling site URLs	strong	fact	A verified GSC property can still provide useful fetch and processing readback	corroborated	high	2	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R17-02	search-console-measurement	The GSC Sitemaps report requires owner permission to submit and reports submission history fetch status parsing errors and discovered pages	gsc_owner_and_report_scope	Google Search Console	current public guidance accessed 2026-07-17	SRC-R17-GSC-REPORT	https://support.google.com/webmasters/answer/7451001?hl=en	official	2026-07-17	Official help says owner permissions are required to submit in the report; it exposes last request status, parsing errors and discovered pages, and warns not all sitemap URLs may be crawled	strong	fact	A sitemap can also be advertised through robots.txt without using this report	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R17-03	search-submission-boundary	An IndexNow HTTP 200 response means the engine received the URL or URL set, not that it crawled or indexed it	receipt_or_hint_not_indexing	IndexNow	current public protocol accessed 2026-07-17	SRC-R17-INDEXNOW	https://www.indexnow.org/documentation	official	2026-07-17	Protocol documentation says the HTTP 200 response code only indicates the search engine has received the URL or set of URLs	strong	fact	A later engine dashboard may separately show receipt crawling or indexing state	corroborated	high	2	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R17-04	indexnow-verification	Bing's IndexNow setup requires a key hosted on the site submission of changed URLs and verification in Bing Webmaster Tools	key_submit_then_backend_verify	Bing and IndexNow	current public guidance accessed 2026-07-17	SRC-R17-BING-INDEXNOW	https://www.bing.com/indexnow/getstarted	official	2026-07-17	Microsoft lists four steps: generate API key, host key, submit URLs, then use Bing Webmaster Tools to verify URLs were received	strong	fact	Receipt in Bing Webmaster Tools still does not establish indexation or ranking	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R17-05	indexnow-getgiffgaff-receipt	The repository records that 39 canonical URLs received an IndexNow HTTP 202 on 2026-07-16	39_urls_http_202_key_pending	getgiffgaff IndexNow batch	2026-07-16	SRC-R17-REPO-RECEIPT	repo://docs/seo-release-runbook.md	repository	2026-07-17	Runbook line 127 records a 39-URL submission to api.indexnow.org with HTTP 202 and states this only means batch received with key validation pending	strong	fact	No current Bing IndexNow Insights export was supplied to show later validation crawl or index state	single_source	medium	1	independent	accepted	Accepted only as a repository-recorded historical HTTP 202 receipt; no raw receipt or backend processing/indexation proof is present.
EC-R17-06	search-backend-readback	Current GSC and Bing sitemap ingestion for the 39 URLs cannot be verified from public pages without an authorized property readback	backend_readback_blocked	getgiffgaff search properties	2026-07-17	SRC-R17-GSC-BACKEND	https://search.google.com/search-console/sitemaps	account-only	2026-07-17	The public request redirected to authentication; no authorized screenshot export or property session was supplied and the worker did not log in	blocked	fact	Public sitemap and IndexNow receipt establish discoverability inputs but not backend ingestion	blocked	blocked	0	unknown	pending	Pending blocked account-only evidence: no authorized dated property export was supplied; public documentation cannot establish current property state.
EC-R17-07	search-backend-readback	Current Bing sitemap and IndexNow Insights state cannot be verified without an authorized Bing Webmaster Tools readback	backend_readback_blocked	getgiffgaff Bing property	2026-07-17	SRC-R17-BING-BACKEND	https://www.bing.com/webmasters/home	account-only	2026-07-17	The public landing page did not expose the authorized getgiffgaff property state; no account session, dated screenshot or export was supplied and the worker did not log in	blocked	fact	The repository records only an earlier protocol receipt, not current engine processing	blocked	blocked	0	unknown	pending	Pending blocked account-only evidence: current property data still requires an authorized dated readback; the public landing page cannot establish current sitemap or IndexNow Insights state.
EC-R18-01	baidu-submission-boundary	Baidu normal inclusion can shorten discovery and crawling time but cannot resolve whether content is indexed	discovery_faster_not_index_guarantee	Baidu Search	current public guidance accessed 2026-07-17	SRC-R18-BAIDU-SUBMIT	https://ziyuan.baidu.com/linksubmit/index	official	2026-07-17	Official page says the tool can shorten link discovery and speed crawling, and explicitly says it cannot solve whether site content is included	strong	fact	A verified property may expose additional diagnostics after submission	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R18-02	baidu-property-verification	Baidu site management asks users to add a site and verify it to obtain domain ownership	verify_to_obtain_domain_ownership	Baidu Search Resource Platform	current public guidance accessed 2026-07-17	SRC-R18-BAIDU-SITE	https://ziyuan.baidu.com/site/index	official	2026-07-17	Public page says to add a website and that verification can obtain domain ownership and enable adding sub-sites and viewing data	strong	fact	The public prompt does not prove getgiffgaff has completed ownership verification	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R18-03	baidu-robots	Baidu's robots tool describes robots.txt as the control for which site pages Baidu may or may not crawl	robots_controls_baidu_crawl	Baidu crawler access	current public guidance accessed 2026-07-17	SRC-R18-BAIDU-ROBOTS	https://ziyuan.baidu.com/robots/index	official	2026-07-17	Official page says robots.txt tells Baidu which pages can and cannot be crawled and its tool can create validate update and inspect effect	strong	fact	Allowing crawl does not guarantee crawl inclusion ranking or traffic	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R18-04	baidu-getgiffgaff-state	The current ownership submission crawl and inclusion state of getgiffgaff in Baidu is not evidenced by an authorized backend export	backend_state_blocked	getgiffgaff Baidu property	2026-07-17	SRC-R18-BAIDU-BACKEND	https://ziyuan.baidu.com/site/index	account-only	2026-07-17	No dated property screenshot export or authorized session was supplied; the worker did not attempt login real-name verification phone verification or OTP	blocked	fact	Public Baidu documentation is accessible but cannot establish property-specific completion	blocked	blocked	0	unknown	pending	Pending blocked account-only evidence: no authorized dated property export was supplied; public documentation cannot establish current property state.
EC-R19-01	core-web-vitals-thresholds	Current Core Web Vitals targets are LCP at most 2.5 seconds INP at most 200 milliseconds and CLS at most 0.1 at the 75th percentile	lcp_2.5_inp_200_cls_0.1_p75	Web performance	current public guidance accessed 2026-07-17	SRC-R19-VITALS	https://web.dev/articles/vitals	official	2026-07-17	web.dev lists LCP within 2.5s, INP 200ms or less, CLS 0.1 or less, evaluated at the 75th percentile segmented by mobile and desktop	strong	fact	Thresholds alone provide no measurements for getgiffgaff	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R19-02	performance-evidence-types	Field data describes real-user experience while lab data is diagnostic and Lighthouse is not a substitute for field data	field_for_health_lab_for_diagnosis	Web performance measurement	current public guidance accessed 2026-07-17	SRC-R19-TOOLS	https://web.dev/articles/vitals-tools	official	2026-07-17	Official guidance says field data describes what real users experienced, CrUX is a 28-day field dataset when sufficiently sampled, and Lighthouse is primarily diagnostic rather than a field-data substitute	strong	fact	A controlled lab run can still expose reproducible regressions and opportunities	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R19-03	getgiffgaff-field-cwv	The public mobile PageSpeed report had no CrUX field data for getgiffgaff at capture time	no_public_field_data	getgiffgaff homepage	2026-07-17 11:12 Asia/Shanghai	SRC-R19-PSI	https://pagespeed.web.dev/analysis/https-getgiffgaff-com/p2csr9pwo4?form_factor=mobile	seo	2026-07-17	The report's real-user section displayed No Data	strong	fact	No Data does not mean good poor or zero traffic; private RUM or Search Console may contain other evidence	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R19-04	getgiffgaff-lab-performance	One mobile Lighthouse run scored Performance 100 Accessibility 96 Best Practices 100 and SEO 100 with LCP 0.9s TBT 0ms and CLS 0	single_mobile_lab_run	getgiffgaff homepage	2026-07-17 11:12 Asia/Shanghai	SRC-R19-PSI	https://pagespeed.web.dev/analysis/https-getgiffgaff-com/p2csr9pwo4?form_factor=mobile	seo	2026-07-17	Report used Lighthouse 13.4.0 HeadlessChromium 149 emulated Moto G Power and Slow 4G; it also flagged insufficient contrast and one long main-thread task	medium	fact	Values are estimated and may vary; the run has no INP field measurement and accessibility automation is incomplete	single_source	medium	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R19-05	getgiffgaff-field-cwv	Current Search Console Core Web Vitals URL-group evidence was not available to the worker	backend_field_data_blocked	getgiffgaff Search Console property	2026-07-17	SRC-R19-GSC-CWV	https://search.google.com/search-console/core-web-vitals	account-only	2026-07-17	No authorized property session or dated export was supplied and the worker did not log in	blocked	fact	The public PSI report independently exposed a no-data field state but cannot replace property URL-group history	blocked	blocked	0	unknown	pending	Pending blocked account-only evidence: no authorized dated property export was supplied; public documentation cannot establish current property state.
EC-R20-01	purchase-task-completion	The production G0 product page routes both visible purchase actions to the generic contact page rather than a G0-specific external SKU checkout	generic_contact_not_direct_sku	G0 purchase journey	2026-07-17	SRC-R20-G0	https://getgiffgaff.com/shop/giffgaff-g0/	official	2026-07-17	Direct HTML observation found the purchase and WeChat actions point to /contact/; the only external contact channel in the additive widget is the WeChat link	strong	fact	A QR image may lead to a usable mini-program after a real-device scan, which was not tested	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R20-02	purchase-task-completion	The production G2 product page routes both visible purchase actions to the same generic contact page rather than a G2-specific external SKU checkout	generic_contact_not_direct_sku	G2 purchase journey	2026-07-17	SRC-R20-G2	https://getgiffgaff.com/shop/giffgaff-g2/	official	2026-07-17	Direct HTML observation found the purchase and WeChat actions point to /contact/; no product-specific external checkout URL appears in the page HTML	strong	fact	A QR image may resolve to a product flow on a real device, which was not tested	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R20-03	contact-task-boundary	The contact page uses the same ktt-giga-card fragment for G0 and G2 inventory confirmation and contains no direct external Kuaijiantuan SKU URL	shared_fragment_and_qr	getgiffgaff contact journey	2026-07-17	SRC-R20-CONTACT	https://getgiffgaff.com/contact/	official	2026-07-17	Both G0 and G2 buttons link to #ktt-giga-card; public external hrefs were the WeChat contact and giffgaff help, not separate G0 or G2 checkout URLs	strong	fact	The image payload could contain a usable mini-program code but same-device and payment behavior require real-device testing	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R20-04	esim-safety-conflict	The production order guide still includes action-oriented text about obtaining an eSIM QR code and writing it into 9eSIM	legacy_9esim_action_text_present	getgiffgaff order guide	2026-07-17	SRC-R20-ORDER	https://getgiffgaff.com/guides/1-order/	official	2026-07-17	Direct HTML text search returned both 9eSIM and writing language on the legacy navigation surface	strong	fact	The dedicated safety page rejects credential extraction and upload steps	single_source	high	1	independent	accepted	Curator accepted the dated production observation; current local release mitigates it but is not deployed, and policy status pages are not complete policies.
EC-R20-05	commerce-disclosure	The additive commerce widget visibly states independent third-party status G0/G2 seller-defined scope no inventory payment or OTP guarantee and a sensitive-credential warning	bounded_disclosure_present	getgiffgaff commerce widget	2026-07-17	SRC-R20-WIDGET	repo://site/growth/commerce-widget.js	repository	2026-07-17	Static markup says the site does not represent giffgaff, G0/G2 are inventory classifications, and users must not send passwords SMS codes or full card information	strong	fact	The legacy body can make stronger or conflicting claims outside this additive widget	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R20-06	commerce-accessibility	The additive purchase dialog implements modal open and close focus placement Escape cancellation backdrop close Tab trapping and opener focus return	keyboard_dialog_controls	getgiffgaff commerce dialog	2026-07-17	SRC-R20-COMMERCE-UI	repo://site/growth/assets/commerce-ui.js	repository	2026-07-17	Direct source inspection found showModal fallback aria-modal management cancel and keydown listeners focusable cycling and lastOpener focus restoration	strong	fact	Source inspection does not replace assistive-technology testing across browser and device combinations	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R20-07	commerce-policy-surface	The production privacy route returns HTTP 404	policy_route_404	getgiffgaff privacy information	2026-07-17	SRC-R20-PRIVACY	https://getgiffgaff.com/privacy/	official	2026-07-17	Direct curl observation returned HTTP 404	strong	fact	Privacy notes exist on some individual widgets but are not a consolidated policy	single_source	high	1	independent	accepted	Curator accepted the dated production observation; current local release mitigates it but is not deployed, and policy status pages are not complete policies.
EC-R20-08	commerce-policy-surface	The production terms route returns HTTP 404	policy_route_404	getgiffgaff transaction terms	2026-07-17	SRC-R20-TERMS	https://getgiffgaff.com/terms/	official	2026-07-17	Direct curl observation returned HTTP 404	strong	fact	Carrier terms links do not substitute for the seller's own transaction terms	single_source	high	1	independent	accepted	Curator accepted the dated production observation; current local release mitigates it but is not deployed, and policy status pages are not complete policies.
EC-R20-09	commerce-policy-surface	The production refund route returns HTTP 404	policy_route_404	getgiffgaff refund information	2026-07-17	SRC-R20-REFUND	https://getgiffgaff.com/refund/	official	2026-07-17	Direct curl observation returned HTTP 404	strong	fact	Individual customer-support statements do not establish a reviewed refund policy	single_source	high	1	independent	accepted	Curator accepted the dated production observation; current local release mitigates it but is not deployed, and policy status pages are not complete policies.
EC-R20-10	commerce-policy-surface	The production shipping route returns HTTP 404	policy_route_404	getgiffgaff shipping information	2026-07-17	SRC-R20-SHIPPING	https://getgiffgaff.com/shipping/	official	2026-07-17	Direct curl observation returned HTTP 404	strong	fact	Legacy pages contain delivery statements but not a consolidated evidence-backed shipping policy	single_source	high	1	independent	accepted	Curator accepted the dated production observation; current local release mitigates it but is not deployed, and policy status pages are not complete policies.
EC-R21-01	freshness-registry	All twelve growth manifest entries carry updatedAt and reviewedAt 2026-07-17 but the manifest has no claim-level owner expiresAt or revision-log fields	page_dates_without_claim_registry	getgiffgaff growth content	2026-07-17	SRC-R21-MANIFEST	repo://site/growth/content-manifest.json	repository	2026-07-17	Direct parse found 12 pages, 5 index and 7 noindex, with shared reviewedAt and updatedAt dates; no per-claim owner, expiresAt or revision-log fields are present in the manifest	strong	fact	The source registry and page copy contain some inline review and expiry information outside the manifest	single_source	high	1	independent	accepted	Replacement card independently checked the integrated 12-page candidate and narrows the absence observation to content-manifest.json.
EC-R21-02	freshness-expiry	The growth source registry defines one review date and one 2026-08-15 expiry used by the keep-number and China roaming tools	shared_expiry_for_two_dynamic_tools	getgiffgaff dynamic tools	2026-07-17	SRC-R21-REGISTRY	repo://site/growth/content-registry.js	repository	2026-07-17	REVIEWED_AT is 2026-07-17 and EXPIRES_AT is 2026-08-15; data-expires is attached to keep-number and roaming-cost tools	strong	fact	Other dynamic claims about inventory balance shipping plans and compatibility do not share this executable expiry gate	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R21-03	freshness-fail-closed	The roaming-cost API returns no current result when the evidence expiry is invalid, missing, or earlier than the supplied current date	tool_result_disabled_after_expiry	getgiffgaff roaming-cost API	2026-07-17	SRC-R21-TOOLS	repo://site/growth/assets/tools.js	repository	2026-07-17	evidenceIsCurrent requires valid ISO dates and current <= expiry; roamingCostBreakdown returns null when this check fails	strong	fact	Static explanatory copy remains visible after expiry and still requires editorial review	single_source	high	1	independent	accepted	Accepted after narrowing to evidenceIsCurrent and roamingCostBreakdown; this does not claim every date-sensitive tool or static passage fails closed.
EC-R21-04	freshness-fail-closed	A regression test asserts that China roaming breakdown and total return null on 2026-08-16 after the configured 2026-08-15 expiry	after_expiry_tested_null	getgiffgaff China roaming calculator	2026-07-17	SRC-R21-TEST	repo://test/roaming-cost.test.mjs	repository	2026-07-17	The test named roaming breakdown remains fail-closed after evidence expiry supplies now 2026-08-16 and asserts null for both APIs	strong	fact	The test source still needs execution in the final integrated candidate	single_source	high	1	independent	accepted	Curator independently checked the cited official/repository/production source and accepted the claim narrowly with its counter-evidence; no account, indexing, field-CWV, payment or legal inference.
EC-R21-05	freshness-gap	The current growth content manifest and content registry do not implement a complete claim-level expiry registry covering owner source checked date expiry behavior and revision history	claim_registry_incomplete	getgiffgaff dynamic claims	2026-07-17	SRC-R21-REGISTRY	repo://site/growth/content-registry.js	repository	2026-07-17	Direct inspection found page-level source arrays and shared dates plus two executable expiry uses, but no complete per-claim owner expiresAt fail-closed mode or revision-log structure	medium	inference	Some page sections do carry near-claim official citations and review dates, and two tools fail closed	single_source	medium	1	independent	accepted	Accepted after narrowing the absence observation to content-manifest.json and content-registry.js; not a repository-wide absence claim.
EC-R10-01	entity-identity	生产首页明确把 getgiffgaff 描述为独立第三方而非 giffgaff 运营商官网	independent-third-party	getgiffgaff	2026-07-17	SRC-R10-HOME	https://getgiffgaff.com/	official_site	2026-07-17	HTTP 200；可见文本和 JSON-LD 问答包含“本站不是 giffgaff 运营商官网”及“独立第三方服务站”	strong	fact	域名、标题和商品语境仍大量使用 giffgaff，脱离披露的摘要仍可能引起混淆	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R10-02	entity-identity	生产联系页声明本站不是 giffgaff Limited 官方网站、官方客服或授权代表	not-official-not-authorised	getgiffgaff	2026-07-17	SRC-R10-CONTACT	https://getgiffgaff.com/contact/	official_site	2026-07-17	HTTP 200；首屏可见“独立第三方服务站，非 giffgaff Limited 官方网站、官方客服或授权代表”	strong	fact	本站自我声明不能替代商标、域名或授权的独立法律审查	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R10-03	entity-disambiguation	giffgaff 官方条款把运营商主体定义为 giffgaff Limited，与 getgiffgaff 的自述主体不同	official-entity-giffgaff-limited	giffgaff Limited	2026-07-17	SRC-R10-GIFFGAFF-TERMS	https://www.giffgaff.com/boiler-plate/terms	official_policy	2026-07-17	HTTP 200；条款写明“giffgaff”指 giffgaff Limited，并列出公司地址及部分条款中的公司号 04196996	strong	fact	该条款不能识别 getgiffgaff 的真实经营主体，也不能单独判断双方全部法律关系	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R10-04	entity-disambiguation	本地增长页 Schema 将本站 Organization 与外部 giffgaff Brand 使用不同 @id 分开建模	separate-organization-and-brand	getgiffgaff local build	2026-07-17	SRC-R10-LOCAL-SCHEMA	repo://scripts/build-growth-pages.mjs	repository	2026-07-17	当前 schemaFor 生成 https://getgiffgaff.com/#organization 的 Organization 与 https://www.giffgaff.com/#brand 的 Brand；页面 about 指向后者	strong	fact	正确拆分实体不构成授权、合作、商标许可或官方关系证据	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R10-05	policy-identity-gap	本地已新增四个明确标为不完整且 noindex 的政策状态页，不应描述为完整政策	local-noindex-status-pages	getgiffgaff local build	2026-07-17	SRC-R10-LOCAL-POLICY	repo://site/growth/content-registry.js	repository	2026-07-17	policyStatusPage 为 privacy、terms、refund、shipping 设置 indexPolicy=noindex，并写明信息待经营负责人确认、不是完整政策、未确认前请勿付款	strong	fact	状态页能公开缺口但不能补足真实经营流程、法律依据、退款或履约承诺	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R10-06	policy-identity-gap	生产 privacy、terms、refund、shipping 四条路径当前全部返回 404	production-policy-routes-404	getgiffgaff production	2026-07-17	SRC-R10-PROD-POLICY	https://getgiffgaff.com/privacy/	official_site_observation	2026-07-17	逐路径 curl 当前结果：/privacy/ 404、/terms/ 404、/refund/ 404、/shipping/ 404；本地状态页尚未部署	strong	fact	本地已存在 noindex 状态页，因此该结论只适用于当前生产，不适用于工作树	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R10-07	entity-properties	当前增长页实体生成逻辑没有为本站虚构 legalName、sameAs 或 Person 作者	no-unverified-entity-properties	getgiffgaff local build	2026-07-17	SRC-R10-LOCAL-SCHEMA	repo://scripts/build-growth-pages.mjs	repository	2026-07-17	当前 Organization 只生成 @type、@id、name、url；Article author/publisher 指向 Organization；未生成 legalName、sameAs 或 Person	strong	fact	旧冻结页可能有不同历史字段；该观察限于当前增长页生成逻辑和已扫描发布物	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R10-08	ownership-control-signal	公开 GitHub 仓库提供项目维护和站点关联线索，并同样声明非官方	public-repository-control-signal	getgiffgaff repository	2026-07-17	SRC-R10-GITHUB	https://github.com/siuserxiaowei/getgiffgaff	public_repository	2026-07-17	GitHub API 返回 owner=siuserxiaowei、homepage 指向 getgiffgaff.com；README 明示独立第三方而非官方或授权代表	strong	fact	仓库控制权不能证明经营主体、域名权利、商标许可、库存或履约能力	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
EC-R10-09	author-provenance	增长内容把责任主体标为 getgiffgaff Organization，并明确没有真实个人资料时不使用虚构署名	organization-author-no-fake-person	getgiffgaff local growth pages	2026-07-17	SRC-R10-LOCAL-AUTHOR	repo://scripts/build-growth-pages.mjs	repository	2026-07-17	Article author/publisher 指向本站 Organization；来源说明文本写明“没有真实个人资料时不使用虚构署名”	strong	fact	Organization 署名仍需要真实编辑流程和可追责经营信息；它不是个人经验或专业资历证明	single_source	high	1	independent	accepted	Curator independently rechecked the cited current official or local source on 2026-07-17 and accepted only this bounded claim with its stated counter-evidence; no ranking, citation, authorization, rich-result, production-deployment or commerce outcome is inferred.
